graph_density,avg_shortest_path,mean_depth,integration,plan_id
0.06666666666666667,1.1666666666666665,1.1666666666666665,0.8571428571428572,6044
0.0,0.0,0.0,0.0,2564
0.2,1.6666666666666667,1.6666666666666665,0.6000000000000001,6165
0.014705882352941176,1.0,1.0,1.0,1021
0.016666666666666666,1.0,1.0,1.0,5507
0.011494252873563218,1.2222222222222223,1.222222222222222,0.8181818181818182,1269
0.0,0.0,0.0,0.0,5988
0.08333333333333333,1.0,1.0,1.0,2123
0.029411764705882353,1.3333333333333335,1.3333333333333333,0.75,6293
0.5,1.1666666666666667,1.1666666666666665,0.8571428571428572,925
0.026143790849673203,1.111111111111111,1.111111111111111,0.9000000000000001,1171
0.0,0.0,0.0,0.0,9333
0.009523809523809525,1.0,1.0,1.0,8815
0.012987012987012988,1.6666666666666667,1.6666666666666665,0.6000000000000001,1784
0.044444444444444446,1.3333333333333333,1.3333333333333333,0.75,6335
0.005847953216374269,1.0,1.0,1.0,4947
0.03571428571428571,1.0,1.0,1.0,4501
0.045454545454545456,1.0,1.0,1.0,3796
0.054945054945054944,1.1666666666666665,1.1666666666666665,0.8571428571428572,4554
0.024615384615384615,1.5555555555555554,1.5555555555555554,0.6428571428571429,4880
0.017316017316017316,1.3333333333333333,1.3333333333333333,0.75,594
0.01818181818181818,1.0,1.0,1.0,9618
0.03684210526315789,1.3,1.3,0.7692307692307692,652
0.030303030303030304,1.3333333333333333,1.3333333333333333,0.75,8406
0.047619047619047616,1.0,1.0,1.0,693
0.02564102564102564,1.0,1.0,1.0,449
0.01904761904761905,1.3333333333333333,1.3333333333333333,0.75,8714
0.2,1.0,1.0,1.0,5658
0.09523809523809523,1.3333333333333333,1.3333333333333333,0.75,2015
0.016666666666666666,1.3333333333333333,1.3333333333333333,0.75,8650
0.08333333333333333,1.6666666666666667,1.6666666666666665,0.6000000000000001,1455
0.05454545454545454,1.5,1.5000000000000002,0.6666666666666665,5628
0.0,0.0,0.0,0.0,7595
0.044444444444444446,1.3333333333333333,1.3333333333333333,0.75,816
0.014705882352941176,1.3333333333333333,1.3333333333333333,0.75,7072
0.07272727272727272,1.3333333333333333,1.3333333333333333,0.75,8096
0.029239766081871343,1.1666666666666667,1.1666666666666665,0.8571428571428572,9946
0.014705882352941176,1.3333333333333333,1.3333333333333333,0.75,7885
0.10714285714285714,1.1666666666666665,1.1666666666666665,0.8571428571428572,8121
0.016666666666666666,1.0,1.0,1.0,8422
0.022222222222222223,1.0,1.0,1.0,935
0.011857707509881422,1.0,1.0,1.0,2108
0.08333333333333333,1.0,1.0,1.0,7748
0.015384615384615385,1.5,1.5,0.6666666666666666,6100
0.007352941176470588,1.0,1.0,1.0,8685
0.022058823529411766,1.6666666666666667,1.6666666666666665,0.6000000000000001,4808
0.13333333333333333,1.3333333333333333,1.3333333333333333,0.75,8184
0.006535947712418301,1.0,1.0,1.0,8368
0.06666666666666667,1.6666666666666667,1.6666666666666665,0.6000000000000001,1834
0.03296703296703297,1.6666666666666667,1.6666666666666665,0.6000000000000001,6588
0.014705882352941176,1.3333333333333333,1.3333333333333333,0.75,451
0.13333333333333333,1.3333333333333333,1.3333333333333333,0.75,2142
0.0,0.0,0.0,0.0,4509
0.045454545454545456,1.0,1.0,1.0,8212
0.026143790849673203,1.0,1.0,1.0,1199
0.1,1.0,1.0,1.0,959
0.005698005698005698,1.0,1.0,1.0,102
0.029411764705882353,1.0,1.0,1.0,784
0.06666666666666667,1.5,1.5,0.6666666666666666,763
0.0,0.0,0.0,0.0,3937
0.0380952380952381,1.3333333333333333,1.3333333333333333,0.75,9229
0.044444444444444446,1.0,1.0,1.0,3941
0.017543859649122806,1.0,1.0,1.0,898
0.013071895424836602,1.3333333333333333,1.3333333333333333,0.75,3718
0.14285714285714285,1.0,1.0,1.0,9705
0.0,0.0,0.0,0.0,5785
0.025974025974025976,1.8,1.7999999999999998,0.5555555555555556,1860
0.0,0.0,0.0,0.0,6626
0.013333333333333334,1.0,1.0,1.0,9285
0.4,2.0,2.0,0.5,8091
0.03333333333333333,1.3333333333333333,1.3333333333333333,0.75,5083
0.0,0.0,0.0,0.0,8246
0.013257575757575758,1.25,1.25,0.8,6122
0.01904761904761905,1.3333333333333335,1.3333333333333333,0.75,8155
0.014778325123152709,1.2666666666666666,1.2666666666666666,0.7894736842105263,3202
0.0380952380952381,1.3333333333333333,1.3333333333333333,0.75,8734
0.10909090909090909,1.5,1.5,0.6666666666666666,6445
0.014112903225806451,1.0555555555555556,1.0555555555555556,0.9473684210526315,9722
0.0380952380952381,1.3333333333333333,1.3333333333333333,0.75,9275
0.025,1.1666666666666665,1.1666666666666665,0.8571428571428572,1160
0.0,0.0,0.0,0.0,9678
0.02564102564102564,1.3333333333333333,1.3333333333333333,0.75,336
0.0036231884057971015,1.0,1.0,1.0,8577
0.019762845849802372,1.1666666666666665,1.1666666666666665,0.8571428571428572,559
0.0,0.0,0.0,0.0,3778
0.05454545454545454,1.0,1.0,1.0,5788
0.006666666666666667,1.0,1.0,1.0,3971
0.02857142857142857,1.0,1.0,1.0,9327
0.03296703296703297,1.1666666666666665,1.1666666666666665,0.8571428571428572,5677
0.027692307692307693,1.4444444444444444,1.4444444444444444,0.6923076923076923,9099
0.017316017316017316,1.111111111111111,1.111111111111111,0.9000000000000001,1321
0.0,0.0,0.0,0.0,7668
0.03636363636363636,1.3333333333333333,1.3333333333333333,0.75,1694
0.026143790849673203,1.111111111111111,1.111111111111111,0.9000000000000001,9626
0.01818181818181818,1.0,1.0,1.0,4831
0.009523809523809525,1.0,1.0,1.0,2000
0.002699055330634278,1.0,1.0,1.0,5722
0.027777777777777776,1.0,1.0,1.0,1581
0.006535947712418301,1.0,1.0,1.0,9620
0.014705882352941176,1.0,1.0,1.0,4695
0.017543859649122806,1.1666666666666665,1.1666666666666665,0.8571428571428572,9650
0.044444444444444446,1.3333333333333333,1.3333333333333333,0.75,3124
0.0,0.0,0.0,0.0,6220
0.14285714285714285,1.5,1.5000000000000002,0.6666666666666665,6349
0.16666666666666666,1.0,1.0,1.0,530
0.14285714285714285,1.1666666666666665,1.1666666666666665,0.8571428571428572,1316
0.030303030303030304,1.3333333333333333,1.3333333333333333,0.75,8258
0.06666666666666667,1.0,1.0,1.0,8424
0.06666666666666667,1.0,1.0,1.0,1933
0.08888888888888889,1.3333333333333335,1.3333333333333333,0.75,9460
0.013333333333333334,1.3333333333333335,1.3333333333333333,0.75,3061
0.0661764705882353,1.0999999999999999,1.0999999999999999,0.9090909090909092,7560
0.01,1.1666666666666665,1.1666666666666665,0.8571428571428572,1185
0.2,1.6666666666666667,1.6666666666666665,0.6000000000000001,2030
0.027777777777777776,1.0,1.0,1.0,1397
0.03333333333333333,1.3333333333333333,1.3333333333333333,0.75,9786
0.2222222222222222,1.5333333333333334,1.5333333333333334,0.6521739130434783,7050
0.05454545454545454,1.6666666666666667,1.6666666666666665,0.6000000000000001,848
0.047619047619047616,1.0,1.0,1.0,7835
0.04093567251461988,1.2222222222222223,1.222222222222222,0.8181818181818182,954
0.0,0.0,0.0,0.0,9138
0.017543859649122806,1.6666666666666667,1.6666666666666665,0.6000000000000001,9465
0.10714285714285714,1.1666666666666665,1.1666666666666665,0.8571428571428572,6266
0.038461538461538464,1.0,1.0,1.0,8416
0.047619047619047616,1.0,1.0,1.0,6665
0.00995732574679943,1.0,1.0,1.0,2079
0.023391812865497075,1.3333333333333333,1.3333333333333333,0.75,3916
0.03571428571428571,1.0,1.0,1.0,1030
0.021739130434782608,1.5,1.5000000000000002,0.6666666666666665,9097
0.06666666666666667,1.0,1.0,1.0,6672
0.021645021645021644,1.1666666666666667,1.1666666666666665,0.8571428571428572,769
0.0,0.0,0.0,0.0,851
0.1,1.0,1.0,1.0,1169
0.13333333333333333,1.3333333333333333,1.3333333333333333,0.75,748
0.0,0.0,0.0,0.0,534
0.030303030303030304,1.3333333333333333,1.3333333333333333,0.75,8139
0.022222222222222223,1.0,1.0,1.0,1491
0.002150537634408602,1.0,1.0,1.0,3604
0.0,0.0,0.0,0.0,9945
0.022222222222222223,1.0,1.0,1.0,6030
0.02857142857142857,1.6666666666666667,1.6666666666666665,0.6000000000000001,1700
0.02564102564102564,1.0,1.0,1.0,8752
0.017543859649122806,1.6666666666666667,1.6666666666666665,0.6000000000000001,78
0.0,0.0,0.0,0.0,9027
0.011695906432748537,1.3333333333333333,1.3333333333333333,0.75,7802
0.03571428571428571,1.0,1.0,1.0,8809
0.013333333333333334,1.3333333333333333,1.3333333333333333,0.75,3883
0.0,0.0,0.0,0.0,9557
0.03296703296703297,1.1666666666666665,1.1666666666666665,0.8571428571428572,8741
0.047619047619047616,1.1666666666666667,1.1666666666666665,0.8571428571428572,8100
0.07575757575757576,1.0,1.0,1.0,4790
0.0,0.0,0.0,0.0,9633
0.015789473684210527,1.1666666666666665,1.1666666666666665,0.8571428571428572,1207
0.02857142857142857,1.0,1.0,1.0,1579
0.14285714285714285,1.0,1.0,1.0,7532
0.08333333333333333,1.0,1.0,1.0,4906
0.015789473684210527,1.1666666666666665,1.1666666666666665,0.8571428571428572,1457
0.0761904761904762,1.2,1.2,0.8333333333333334,2055
0.0196078431372549,1.6666666666666667,1.6666666666666665,0.6000000000000001,5887
0.01904761904761905,1.3333333333333333,1.3333333333333333,0.75,2144
0.022222222222222223,1.0,1.0,1.0,1763
0.045454545454545456,1.6666666666666667,1.6666666666666665,0.6000000000000001,3118
0.038461538461538464,1.0,1.0,1.0,9262
0.0016806722689075631,1.0,1.0,1.0,1725
0.1,1.0,1.0,1.0,7805
0.0,0.0,0.0,0.0,4064
0.14285714285714285,1.1666666666666665,1.1666666666666665,0.8571428571428572,1426
0.013071895424836602,1.3333333333333333,1.3333333333333333,0.75,5915
0.047619047619047616,1.0,1.0,1.0,5061
0.022058823529411766,1.0,1.0,1.0,6062
0.10909090909090909,1.0,1.0,1.0,8803
0.13333333333333333,1.3333333333333333,1.3333333333333333,0.75,6334
0.0,0.0,0.0,0.0,6300
0.044444444444444446,1.3333333333333333,1.3333333333333333,0.75,4821
0.01904761904761905,1.0,1.0,1.0,8569
0.025,1.5,1.5000000000000002,0.6666666666666665,5793
0.030303030303030304,1.3333333333333333,1.3333333333333333,0.75,6368
0.02857142857142857,1.1666666666666665,1.1666666666666665,0.8571428571428572,3649
0.041666666666666664,1.1666666666666667,1.1666666666666665,0.8571428571428572,3204
0.03333333333333333,1.0833333333333333,1.0833333333333333,0.9230769230769231,1014
0.02857142857142857,1.5,1.5,0.6666666666666666,82
0.023809523809523808,1.1666666666666665,1.1666666666666665,0.8571428571428572,253
0.023809523809523808,1.1666666666666667,1.1666666666666667,0.8571428571428571,8242
0.021645021645021644,1.2222222222222223,1.222222222222222,0.8181818181818182,8591
0.021645021645021644,1.1666666666666665,1.1666666666666665,0.8571428571428572,4897
0.047619047619047616,1.0,1.0,1.0,3115
0.0064516129032258064,1.0,1.0,1.0,1197
0.019762845849802372,1.1666666666666665,1.1666666666666665,0.8571428571428572,8066
0.07142857142857142,1.3333333333333333,1.3333333333333333,0.75,3867
0.03571428571428571,1.0,1.0,1.0,9521
0.015810276679841896,1.0,1.0,1.0,3039
0.0,0.0,0.0,0.0,5062
0.02857142857142857,1.1666666666666665,1.1666666666666665,0.8571428571428572,5159
0.0,0.0,0.0,0.0,5505
0.0,0.0,0.0,0.0,2183
0.047619047619047616,1.0,1.0,1.0,4955
0.0,0.0,0.0,0.0,4903
0.1111111111111111,1.1666666666666665,1.1666666666666665,0.8571428571428572,498
0.047619047619047616,1.0,1.0,1.0,93
0.0049261083743842365,1.0,1.0,1.0,6275
